Código,Clave,Descripción,Numero de Familia,Descripción Familia,Familia 
43512,CB-50I,"Cerradura de barra fija, llave tetra, izquierda, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43516,CB-45D,"Cerradura de barra libre, derecha, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43517,CB-45DB,"Cerradura de barra libre, derecha, blíster, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43518,CB-45I,"Cerradura de barra libre, izquierda, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43519,CB-45IB,"Cerradura de barra libre, izquierda, blíster, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
45580,CB-456I,"Cerradura de barra libre, izquierda, negra HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
45584,CB-456D,"Cerradura de barra libre, derecha, negra, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43501,CB-32,"Cerradura doble barra, doble cerrojo, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
20032,CEMA-1RB,"Cerradura manija 'Milán' recámara latón brillante, cil metal",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
20033,CEMA-1BB,"Cerradura manija 'Milán' baño latón brillante, cil metal",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
20034,CEMA-2RB,"Cerradura manija 'Milán' recámara latón antiguo, cil metal",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
20035,CEMA-2BB,"Cerradura manija 'Milán' baño latón antiguo, cil metal",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
20036,CEMA-3RB,"Cerradura manija 'Milán' recámara cromo mate, cil metal",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
20037,CEMA-3BB,"Cerradura manija 'Milán' baño cromo mate, cilindro metal",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
28153,CEMA-6RB,"Cerradura manija 'Milán' p/recámara, negro, cil latón, BASIC",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
28154,CEMA-6BB,"Cerradura manija 'Milán' p/baño, negro, cil latón, BASIC",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43653,CEMA-3B,"Cerradura manija 'Turín' p/baño cromo mate, cil latón",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43654,CEMA-3R,"Cerradura manija 'Turín' p/recámara cromo mate, cil latón",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43658,CEMA-1B,"Cerradura manija 'Turín' p/baño láton brillante, cil latón",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43995,CEMA-24R,"Cerradura manija 'Módena' p/recámara, níquel satinado,HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43996,CEMA-24B,"Cerradura manija 'Módena' p/baño, níquel satinado, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43997,CEMA-14R,"Cerradura manija 'Siena' p/recámara, níquel satinado, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43998,CEMA-14B,"Cerradura manija 'Siena' p/baño, níquel satinado, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43999,CEMA-4R,"Cerradura manija 'Turín' p/recámara níquel satinado, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
44034,CEMA-4B,"Cerradura manija 'Turín' p/baño níquel satinado, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
45333,CEMA-23R,"Cerradura manija 'Módena' p/recámara, cromo mate, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
45334,CEMA-23B,"Cerradura manija 'Módena' p/baño, cromo mate, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
45335,CEMA-26R,"Cerradura manija 'Módena' p/recámara, negro mate, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
45337,CEMA-26B,"Cerradura manija 'Módena' p/baño, negro mate, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
47421,CEMA-11R,"Cerradura manija 'Siena' p/recámara, latón brillante, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
47422,CEMA-11B,"Cerradura manija 'Siena' p/baño, latón brillante, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
47423,CEMA-13R,"Cerradura manija 'Siena' p/recámara cromo mate, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
48412,CEMA-13B,"Cerradura manija 'Siena' p/baño, cromo mate, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
48430,CEMA-12B,"Cerradura manija 'Siena' p/baño, latón antiguo, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
48431,CEMA-16R,"Cerradura manija 'Siena' p/recámara, negro mate, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
49419,CEMA-12R,"Cerradura manija 'Siena' p/recámara, latón antiguo, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
49429,CEMA-16B,"Cerradura manija 'Siena' p/baño, negro mate, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
49852,CEMA-6R,"Cerradura manija 'Turín' p/recámara, negro, cilindro latón",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
49853,CEMA-6B,"Cerradura de manija 'Turín' p/baño, negro, cilindro latón",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43659,CEMA-1R,"Cerradura manija 'Turín', recámara latón brillante,cil latón",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43660,CEMA-2B,"Cerradura manija 'Turín' p/baño latón antiguo, cil latón",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43661,CEMA-2R,"Cerradura manija 'Turín' p/recámara latón antiguo, cil latón",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43904,CEMB-704E,"Cerradura de embutir 4 bulones, llave de puntos, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
43909,CILE-704,"Cilindro Europeo de 70mm,llave-llave, HERMEX",P164,Cerraduras de manija,CERRADURAS Y CERROJOS
23560,BAL-LB-EP,"Cerradura tipo esfera, cilíndrico, entrada, brillante, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23561,BAL-LA-EP,"Cerradura tipo esfera, cilíndrico, entrada, antiguo, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23562,BAL-CM-EP,"Cerradura tipo esfera, cilíndrico, entrada, cromo, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23563,BAL-LB-RP,"Cerradura tipo esfera cilíndrico, recámara, brillante, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23564,BAL-LA-RP,"Cerradura tipo esfera, cilíndrico, recámara, antiguo, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23565,BAL-CM-RP,"Cerradura tipo esfera, cilíndrico, recámara, cromo, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23566,BAL-LB-BP,"Cerradura tipo esfera, cilíndrico, baño, brillante, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23567,BAL-LA-BP,"Cerradura tipo esfera, cilíndrico, baño, antiguo, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23568,BAL-CM-BP,"Cerradura tipo esfera, cilíndrico, baño, cromo, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23613,CERO-11P,"Cerrojo llave-mariposa, latón brillante, tradicional, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23616,CMB-11P,"Combo cerraduras, llave-mariposa, L.brillante, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23617,CMB-21P,"Combo cerraduras, llave-mariposa, latón antiguo HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23618,CMB-31P,"Combo cerraduras, llave-mariposa, cromo, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23655,BALT-LB-EP,"Cerradura tipo esfera, tubular, entrada, brillante, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23656,BALT-LA-EP,"Cerradura tipo esfera, tubular, entrada, antiguo, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23657,BALT-CM-EP,"Cerradura tipo esfera, tubular, entrada, cromo, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23658,BALT-LB-RP,"Cerradura tipo esfera, recámara, tubular, brillante, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23659,BALT-LA-RP,"Cerradura tipo esfera, tubular, recámara, antiguo, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23660,BALT-CM-RP,"Cerradura tipo esfera, tubular, recámara, cromo, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23661,BALT-LB-BP,"Cerradura tipo esfera, tubular, baño, brillante, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23662,BALT-LA-BP,"Cerradura tipo esfera, tubular, baño, antiguo, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23663,BALT-CM-BP,"Cerradura tipo esfera, tubular, baño, cromo, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
26175,BALT-NE-EP,"Cerradura esfera tubular, entrada, negro, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
26176,BALT-NE-RP,"Cerradura esfera tubular, recámara, negro, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
26177,BALT-NE-BP,"Cerradura esfera tubular, baño, negro, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
26178,BALT-NE-EPB,"Cerradura esfera tubular, entrada, negro, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
26179,BALT-NE-RPB,"Cerradura esfera tubular, recámara, negro, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
26180,BALT-NE-BPB,"Cerradura esfera tubular, baño, negro, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28048,BAL-LB-EPB,"Cerradura esfera cilíndrico, entrada, brillante, blíster, HB",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28049,BAL-LA-EPB,"Cerradura esfera cilíndrico, entrada, antiguo, blíster, HB",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28050,BAL-CM-EPB,"Cerradura esfera cilíndrico, entrada, cromo, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28051,BAL-LB-RPB,"Cerradura esfera cilíndrico, recámara, brillante, blíster,HB",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28052,BAL-LA-RPB,"Cerradura esfera cilíndrico, recámara, antiguo, blíster, HB",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28053,BAL-CM-RPB,"Cerradura esfera cilíndrico, recámara, cromo, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28054,BAL-LB-BPB,"Cerradura esfera cilíndrico, baño, brillante, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28055,BAL-LA-BPB,"Cerradura esfera cilíndrico, baño, antiguo, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28056,BAL-CM-BPB,"Cerradura esfera cilíndrico, baño, cromo, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28067,BALT-LB-EPB,"Cerradura esfera tubular, entrada, brillante, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28068,BALT-LA-EPB,"Cerradura esfera tubular, entrada, antiguo, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28069,BALT-CM-EPB,"Cerradura esfera tubular, entrada, cromo, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28070,BALT-LB-RPB,"Cerradura esfera tubular, recámara,brillante, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28071,BALT-LA-RPB,"Cerradura esfera tubular, recámara, antiguo, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28072,BALT-CM-RPB,"Cerradura esfera tubular, recámara, cromo, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28073,BALT-LB-BPB,"Cerradura esfera tubular, baño, brillante, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28074,BALT-LA-BPB,"Cerradura esfera tubular, baño, antiguo, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28075,BALT-CM-BPB,"Cerradura esfera tubular, baño, cromo, blíster, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28137,BAL-NE-EP,"Cerradura tipo esfera, cilíndrico, entrada, negro, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28138,BAL-NE-RP,"Cerradura tipo esfera, cilíndrico, recámara, negro, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28139,BAL-NE-BP,"Cerradura tipo esfera, cilíndrico, baño, negro, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28140,BAL-NE-EPB,"Cerradura esfera, cil, entrada, negro, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28141,BAL-NE-RPB,"Cerradura esfera, cil, recámara, negro, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28142,BAL-NE-BPB,"Cerradura esfera, cil, baño, negro, blíster, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28143,CMB-61P,"Combo cerraduras, llave-mariposa, Negro, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43450,CEPO-32B,"Cerradura tipo oval para baño, cromo mate, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43451,CEPO-32E,"Cerradura tipo oval para entrada, cromo mate, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43452,CEPO-32R,"Cerradura tipo oval para recámara, cromo mate, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43453,CEPO-22B,"Cerradura tipo oval para baño, latón antiguo, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43454,CEPO-22E,"Cerradura tipo oval para entrada, latón antiguo, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43455,CEPO-22R,"Cerradura tipo oval para recámara, latón antiguo, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43456,CEPO-12B,"Cerradura tipo oval para baño, latón brillante, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43457,CEPO-12E,"Cerradura tipo oval para entrada, latón brillante, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43458,CEPO-12R,"Cerradura tipo oval para recámara, latón brillante, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43462,CEPO-31B,"Cerradura tipo esfera para baño, cromo mate, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43463,CEPO-31E,"Cerradura tipo esfera para entrada, cromo mate, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43464,CEPO-31R,"Cerradura tipo esfera para recámara, cromo mate, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43468,CEPO-21B,"Cerradura tipo esfera para baño, latón antiguo, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43469,CEPO-21E,"Cerradura tipo esfera para entrada, latón antiguo, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43470,CEPO-21R,"Cerradura tipo esfera para recámara, latón antiguo, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43471,CEPO-11B,"Cerradura tipo esfera para baño, latón brillante, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43472,CEPO-11E,"Cerradura tipo esfera para entrada, latón brillante, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43473,CEPO-11R,"Cerradura tipo esfera para recámara, latón brillante, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
44052,CEPO-42E,"Cerradura tipo oval para entrada, níquel satín, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
44057,CEPO-42R,"Cerradura tipo oval para recámara, níquel satín, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
44058,CEPO-42B,"Cerradura tipo oval para baño, níquel satín, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
44059,CEPO-41E,"Cerradura tipo esfera para entrada, níquel satín, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
44064,CEPO-41R,"Cerradura tipo esfera para recámara, níquel satín, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
44065,CEPO-41B,"Cerradura tipo esfera para baño, níquel satín, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
47909,CEPO-61E,"Cerradura pomo, negro, esfera, entrada, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
47910,CEPO-61R,"Cerradura pomo, negro, esfera, recámara, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
47911,CEPO-61B,"Cerradura pomo, negro, esfera, baño, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
47912,CEPO-62E,"Cerradura pomo, negro, oval, entrada, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
47913,CEPO-62R,"Cerradura pomo, negro, oval, recámara, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
47914,CEPO-62B,"Cerradura pomo, negro, oval, baño, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23614,CERO-31P,"Cerrojo llave-mariposa, cromo mate, llave tradicional, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23615,CERO-21P,"Cerrojo llave-mariposa,latón antiguo,llave tradicional,BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23619,CMB-12P,"Combo cerraduras, llave-llave, latón brillante, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23620,CMB-22P,"Combo cerraduras, llave-llave, latón antiguo, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23621,CMB-32P,"Combo cerraduras, llave-llave, cromo, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
26067,CERO-61P,"Cerrojo llave-mariposa, negro mate, llave tradicional, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
28144,CMB-62P,"Combo cerraduras, llave-llave, negro, HERMEX BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43591,CERO-11,"Cerrojo llave-mariposa latón brillante, llave puntos, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43596,CERO-21,"Cerrojo llave-mariposa latón antiguo, llave puntos, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43601,CERO-31,"Cerrojo llave-mariposa cromo mate, llave puntos, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
44036,CERO-41,"Cerrojo llave-mariposa níquel satinado, llave puntos, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
49224,CERO-61,"Cerrojo llave-mariposa negro, llave puntos, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23610,CERO-12P,"Cerrojo llave-llave, latón brillante,llave tradicional,BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23611,CERO-32P,"Cerrojo llave-llave, cromo mate, llave tradicional, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
23612,CERO-22P,"Cerrojo llave-llave, latón antiguo, llave tradicional, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
26066,CERO-62P,"Cerrojo llave-llave, negro mate, llave tradicional, BASIC",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43592,CERO-12,"Cerrojo llave-llave latón brillante, llave puntos, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43597,CERO-22,"Cerrojo llave-llave latón antiguo, llave puntos, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
43602,CERO-32,"Cerrojo llave-llave cromo mate, llave puntos, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
44035,CERO-42,"Cerrojo llave-llave níquel satinado, llave puntos, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
49223,CERO-62,"Cerrojo llave-llave negro, llave puntos, HERMEX",P031,Cerraduras de pomo y cerrojos,CERRADURAS Y CERROJOS
27046,CS-75IP,"Cerradura sobreponer izq instala-fácil, caja, HERMEX BASIC",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
27047,CS-75DP,"Cerradura sobreponer der instala-fácil, caja, HERMEX BASIC",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
27048,CS-75IBP,"Cerradura sobreponer izq instala-fácil, blíster, BASIC",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
27049,CS-75DBP,"Cerradura sobreponer der instala-fácil, blíster, BASIC",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
43482,CS-90D,"Cerradura sobreponer der 2 barras clásica, llave tradicional",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
43483,CS-90I,"Cerradura sobreponer izq 2 barras clásica, llave tradicional",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
43484,CS-92,"Cerradura sobreponer 2 barras instala-fácil, llave puntos",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
43488,CS-93,"Cerradura sobreponer 3 barras instala-fácil, llave puntos",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
43489,CS-95I,"Cerradura sobreponer, puerta corrediza, instala-fácil, izq.",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
43490,CS-95D,"Cerradura sobreponer, puerta corrediza, instala-fácil, der.",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
43492,CS-60D,"Cerradura sobreponer, puerta corrediza, mariposa, derecha",P032,Cerraduras de sobreponer,CERRADURAS Y CERROJOS
