Código,Clave,Descripción,Numero de Familia,Descripción Familia,Familia 
43330,CH-45LX2,"Blíster con 2 candados de hierro de 45 mm, gancho largo",P024,Candados,CANDADOS
43333,CH-38X4,"Blíster con 4 candados de hierro de 38 mm, gancho corto",P024,Candados,CANDADOS
43334,CAI-50A,"Candado de acero 50 mm con coraza, llave de disco, HERMEX",P024,Candados,CANDADOS
43335,CAI-60A,"Candado de acero 60 mm con coraza, llave de disco, HERMEX",P024,Candados,CANDADOS
43336,CA-65Q,"Candado redondo de acero 65mm, gancho corto, llave de puntos",P024,Candados,CANDADOS
43337,CA-65LQ,"Candado redondo de acero 65mm, gancho largo, llave de puntos",P024,Candados,CANDADOS
43340,CHN-50A,"Candado de hierro 50 mm, gancho protegido, llave de disco",P024,Candados,CANDADOS
43341,CHN-65A,"Candado de hierro 65 mm, gancho protegido, llave de disco",P024,Candados,CANDADOS
43346,CL-20C,Candado de combinación 20 mm cuerpo de latón en blíster,P024,Candados,CANDADOS
43347,CL-28C,Candado de combinación 28 mm cuerpo de latón en blíster,P024,Candados,CANDADOS
43348,CL-40C,Candado de combinación 40 mm cuerpo de latón en blíster,P024,Candados,CANDADOS
43365,CA-109Q,"Candado de acero, 109 mm, gancho corto, llave de puntos",P024,Candados,CANDADOS
43366,CA-109LQ,"Candado de acero, 109 mm, gancho largo, llave de puntos",P024,Candados,CANDADOS
43367,CMR-40,"Candado laminado, recubierto de plástico, 40 mm, blíster",P024,Candados,CANDADOS
43368,CMR-50,"Candado laminado, recubierto de plástico, 50 mm, blíster",P024,Candados,CANDADOS
43369,CANGA-100,Caja con 100 candados para gancho y 1 llave magnética,P024,Candados,CANDADOS
43425,CL-20,Blíster con 2 candados de latón de 20mm con gancho corto,P024,Candados,CANDADOS
43426,CL-25,Blíster con 2 candados de latón de 25mm con gancho corto,P024,Candados,CANDADOS
43427,CL-30,"Candado de latón 30 mm gancho corto en blíster, HERMEX",P024,Candados,CANDADOS
43428,CL-40,"Candado de latón 40 mm gancho corto en blíster, HERMEX",P024,Candados,CANDADOS
43429,CL-45,"Candado de latón 45 mm gancho corto en blíster, HERMEX",P024,Candados,CANDADOS
43430,CL-50,"Candado de latón 50 mm gancho corto en blíster, HERMEX",P024,Candados,CANDADOS
43435,CL-25L,Blíster con 2 candados de latón de 25mm con gancho largo,P024,Candados,CANDADOS
43443,CL-40X2,Blíster con 2 candados de latón de 40mm con gancho corto,P024,Candados,CANDADOS
43444,CL-40LX2,Blíster con 2 candados de latón de 40mm con gancho largo,P024,Candados,CANDADOS
43445,CL-40X4,Blíster con 4 candados de latón de 40mm con gancho corto,P024,Candados,CANDADOS
43790,CHB-25X2,"Blíster con 2 candados de hierro de 25 mm, gancho corto",P024,Candados,CANDADOS
43791,CH-32,"Candado de hierro 32 mm, gancho corto en caja, HERMEX",P024,Candados,CANDADOS
43792,CHB-32,"Candado de hierro 32 mm, gancho corto en blíster, HERMEX",P024,Candados,CANDADOS
43795,CH-25,"Candado de hierro 25 mm, gancho corto en caja, HERMEX",P024,Candados,CANDADOS
43796,CHB-25,"Candado de hierro 25 mm, gancho corto en blíster, HERMEX",P024,Candados,CANDADOS
43801,CH-63,"Candado de hierro 63 mm, gancho corto en caja, HERMEX",P024,Candados,CANDADOS
43803,CHB-63,"Candado de hierro 63 mm, gancho corto en blíster, HERMEX",P024,Candados,CANDADOS
43922,CB-10,"Candado de cable con llave, 10 mm X 1.0 m, HERMEX",P024,Candados,CANDADOS
43923,CB-12,"Candado de cable con llave, 12 mm X 1.0 m, HERMEX",P024,Candados,CANDADOS
45863,CB-70A,"Candado para disco de motocicleta, perno de 7 mm, c/alarma",P024,Candados,CANDADOS
49620,CB-24,"Candado rígido tipo 'U' de 20 cm, llave de disco, HERMEX",P024,Candados,CANDADOS
49622,CB-55,"Candado freno de disco motocicleta, 5.5 mm, llave de disco",P024,Candados,CANDADOS
49623,CB-100,"Candado freno de disco motocicleta, 10 mm, llave de disco",P024,Candados,CANDADOS
43921,CB-20,"Candado de cable con llave, 20 mm X 1.20 m, HERMEX",P024,Candados,CANDADOS
100851,CT-608MR,"Carda copa 3' alambre trenzado fino, Multi-rosca, TRUPER",P025,Cardas,CARDAS
100852,CT-610MR,"Carda copa 4' alambre trenzado fino, Multi-rosca, TRUPER",P025,Cardas,CARDAS
100853,CT-612MR,"Carda copa 5' alambre trenzado fino, Multi-rosca, TRUPER",P025,Cardas,CARDAS
100854,CT-608MRX,"Carda copa 3' alambre trenzado grueso, Multi-rosca, TRUPER",P025,Cardas,CARDAS
100855,CT-610MRX,"Carda copa 4' alambre trenzado grueso, Multi-rosca, TRUPER",P025,Cardas,CARDAS
100856,CT-612MRX,"Carda copa 5' alambre trenzado grueso, Multi-rosca, TRUPER",P025,Cardas,CARDAS
100857,CO-508MR,"Carda copa 3' alambre ondulado fino, Multi-rosca, TRUPER",P025,Cardas,CARDAS
100858,CO-510MR,"Carda copa 4' alambre ondulado fino, Multi-rosca, TRUPER",P025,Cardas,CARDAS
100859,CO-512MR,"Carda copa 5' alambre ondulado fino, Multi-rosca, TRUPER",P025,Cardas,CARDAS
100870,CO-512MRX,"Carda copa 5' alambre ondulado grueso, Multi-rosca, TRUPER",P025,Cardas,CARDAS
11520,CA-104,"Carda alambre ondulado 6' x 3/4' para esmeril, TRUPER",P025,Cardas,CARDAS
11523,CA-105,"Carda alambre ondulado 6' x 13/16' para esmeril, TRUPER",P025,Cardas,CARDAS
11529,CO-510,"Carda copa 4' alambre ondulado fino, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
11571,CO-2,"Carda de copa 1-3/4' alambre grueso para taladro, TRUPER",P025,Cardas,CARDAS
11574,CA-2F,"Carda circular 2' alambre fino para taladro, TRUPER",P025,Cardas,CARDAS
11575,CA-3F,"Carda circular 3' alambre fino para taladro, TRUPER",P025,Cardas,CARDAS
11576,CA-4F,"Carda circular 4' alambre fino para taladro, TRUPER",P025,Cardas,CARDAS
11577,JCA-4P,"Juego de 4 cardas para taladro, TRUPER",P025,Cardas,CARDAS
11597,CATR-6E,"Carda circular 6' alambre trenzado, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
11598,CATR-6F,"Carda trenzado fino 6' x 5/8' para esmeril, TRUPER",P025,Cardas,CARDAS
11599,CATR-6G,"Carda trenzado grueso 6' x 5/8' para esmeril, TRUPER",P025,Cardas,CARDAS
14182,CO-508,"Carda copa 3' alambre ondulado fino, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
14186,CT-608,"Carda copa 3' alambre trenzado fino, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
14187,CT-610,"Carda copa 4' alambre trenzado fino, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
14188,CATR-4EMR,"Carda tipo cónico 4' alambre trenzado, multi-rosca, TRUPER",P025,Cardas,CARDAS
14189,CATR-5EMR,"Carda tipo cónico 5' alambre trenzado, multi-rosca, TRUPER",P025,Cardas,CARDAS
14190,CATR-4E,"Carda tipo cónico 4' alambre trenzado, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
17524,CA-107,"Carda alambre ondulado 8' x 3/4' para esmeril, TRUPER",P025,Cardas,CARDAS
17526,CA-109,"Carda alambre ondulado 8' x 1' para esmeril, TRUPER",P025,Cardas,CARDAS
17527,CATR-4ES,"Carda circular 4' alambre trenzado, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
17529,CT-608X,"Carda copa 3' alambre trenzado grueso, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
17530,CT-608MX,"Carda copa 3' alambre trenzado grueso, eje M14, TRUPER",P025,Cardas,CARDAS
17531,CT-610X,"Carda copa 4' alambre trenzado grueso, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
21002,CA-2P,"Carda circular 2' alambre grueso para taladro, PRETUL",P025,Cardas,CARDAS
21003,CA-3P,"Carda circular 3' alambre grueso para taladro, PRETUL",P025,Cardas,CARDAS
21004,CO-2P,"Carda de copa 1-3/4' alambre grueso para taladro, PRETUL",P025,Cardas,CARDAS
21005,CO-3P,"Carda de copa 2-3/4' alambre grueso para taladro, PRETUL",P025,Cardas,CARDAS
28257,CT-608XP,"Carda copa 3' alambre trenzado grueso, eje 5/8'-11, PRETUL",P025,Cardas,CARDAS
28258,CT-610P,"Carda copa 4' alambre trenzado fino, eje 5/8'-11, PRETUL",P025,Cardas,CARDAS
28259,CT-610XP,"Carda copa 4' alambre trenzado grueso, eje 5/8'-11, PRETUL",P025,Cardas,CARDAS
28262,CO-508P,"Carda copa 3' alambre ondulado fino, eje 5/8'-11, PRETUL",P025,Cardas,CARDAS
28263,CO-510P,"Carda copa 4' alambre ondulado fino, eje 5/8'-11, PRETUL",P025,Cardas,CARDAS
28266,CT-608P,"Carda copa 3' alambre trenzado fino, eje 5/8'-11, PRETUL",P025,Cardas,CARDAS
11526,CA-106,"Carda alambre ondulado 6' x 1-1/8' para esmeril, TRUPER",P025,Cardas,CARDAS
11535,CO-512,"Carda copa 5' alambre ondulado fino, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
11541,CT-612,"Carda copa 5' alambre trenzado fino, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
11542,CT-612X,"Carda copa 5' alambre trenzado grueso, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
11569,CA-2,"Carda circular 2' alambre grueso para taladro, TRUPER",P025,Cardas,CARDAS
11570,CA-3,"Carda circular 3' alambre grueso para taladro, TRUPER",P025,Cardas,CARDAS
11572,CO-3,"Carda de copa 2-3/4' alambre grueso para taladro, TRUPER",P025,Cardas,CARDAS
11590,CA-4,"Carda circular 4' alambre grueso para taladro, TRUPER",P025,Cardas,CARDAS
11591,CO-1-3/4F,"Carda de copa 1-3/4' alambre fino para taladro, TRUPER",P025,Cardas,CARDAS
11592,CO-2-3/4F,"Carda de copa 2-3/4' alambre fino para taladro, TRUPER",P025,Cardas,CARDAS
11593,COM-3/4,"Carda tipo brocha 3/4' alambre grueso para taladro, TRUPER",P025,Cardas,CARDAS
11595,COM-1,"Carda tipo brocha 1' alambre grueso para taladro, TRUPER",P025,Cardas,CARDAS
14191,CATR-5E,"Carda tipo cónico 5' alambre trenzado, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
17525,CA-108,"Carda alambre ondulado 8' x 7/8' para esmeril, TRUPER",P025,Cardas,CARDAS
17528,CATR-8E,"Carda circular 8' alambre trenzado, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
17533,CO-512X,"Carda copa 5' alambre ondulado grueso, eje 5/8'-11, TRUPER",P025,Cardas,CARDAS
28260,CT-612P,"Carda copa 5' alambre trenzado fino, eje 5/8'-11, PRETUL",P025,Cardas,CARDAS
28261,CT-612XP,"Carda copa 5' alambre trenzado grueso, eje 5/8'-11, PRETUL",P025,Cardas,CARDAS
28264,CO-512P,"Carda copa 5' alambre ondulado fino, eje 5/8'-11, PRETUL",P025,Cardas,CARDAS
11573,CA-1-1/2F,"Carda circular 1-1/2' alambre fino para taladro, TRUPER",P025,Cardas,CARDAS
11596,COM-1-1/8,"Carda tipo brocha 1-1/8' alambre grueso para taladro, TRUPER",P025,Cardas,CARDAS
100177,CAR-81FF,"Carretilla 8 ft3 Imponchable, bastidor tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
100178,CAT-60PL-FF,"Carretilla concha plástica 6 ft Imponchable b/tubular,Truper",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
100416,CAT 50X,"Carretilla 5.5ft3 Imponchable bastidor tubular,TRUPER EXPERT",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
100417,CAT 60X,"Carretilla 6ft3 Imponchable, bastidor tubular, TRUPER EXPERT",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
10079,CAT-15FF,"Carretilla 5 ft3 Imponchable, bastidor tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
10233,CAT-45FF,"Carretilla 4.5 ft3 Imponchable, bastidor tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
10253,CAT-55FF,"Carretilla 4.75 ft3 angosta, Imponchable, tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
10255,CAT-60FF,"Carretilla 6 ft3 Imponchable, bastidor tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
103007,TP-7X,"Carretilla 7ft3 EXPERT plástica, 2 llantas,bastidor metálico",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
103008,CAT-60PLX,"Carretilla 6ft3 EXPERT plástica, neumática, bastidor tubular",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
10910,T-6FF,"Carretilla 6 ft3 imponchable, bastidores madera, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
10911,TP-6FF,"Carretilla 6 ft3 concha plástica,imponchable b/madera,TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
11249,CAR-81,"Carretilla 8 ft3 Neumática, bastidor tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
11250,CAR-82,"Carretilla 8 ft3 Doble llanta neumática, bastidores acero",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
11740,CAT-45ND,"Carretilla 4.5 ft3 Neumática, bastidor tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
11753,CAT-15ND,"Carretilla 5 ft3 Neumática, bastidor tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
11761,CAT-55ND,"Carretilla 4.75 ft3 angosta, neumática, tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
11776,CAT-60ND,"Carretilla 6 ft3 Neumática, bastidor tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
11777,CAT-60PL,"Carretilla concha plástica 6 ft3 Neumática, bastidor tubular",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
19804,T-6N,"Carretilla 6 ft3 Neumática, bastidores de madera, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20622,CAP-5WNDR,"Carretilla 5.5ft3 roja, neumática, bastidores madera, PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20623,CAP-5WFFR,"Carretilla 5.5ft3 roja,imponchable, bastidores madera,PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20624,CAP-5WNDG,"Carretilla 5.5ft3 gris, neumática, bastidores madera, PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20625,CAP-5WFFG,"Carretilla 5.5ft3 gris,imponchable, bastidores madera,PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20628,CAP-40NB,"Carretilla 4 ft3 roja, neumática, bastidor tubular, PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20629,CAP-40FB,"Carretilla 4 ft3 roja, imponchable, bastidor tubular, PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20674,CAP-35FB,"Carretilla 3.5 ft3 roja,angosta, imponchable, tubular,PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20675,CAP-35NB,"Carretilla 3.5 ft3 roja, angosta ,neumática, tubular, PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
22647,CAP-4NB,"Carretilla 4 ft3, gris, neumática, bastidor tubular, PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
22703,TP-5N,"Carretilla concha plástica 5 ft3 Neumática b/tubular, PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
10252,CAT-50FF,"Carretilla 5.5 ft3 Imponchable, bastidor tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
10908,CAT-50WFF,"Carretilla 5.5 ft3 imponchable, bastidores madera, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
11752,CAT-50ND,"Carretilla 5.5 ft3 Neumática, bastidor tubular, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
11758,CAT-50WD,"Carretilla 5.5 ft3 neumática, bastidores madera, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
19805,TP-6,"Carretilla concha plástica 6 ft3 Neumática b/madera, TRUPER",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
19810,TP-8,Carretilla c/plástica 8 ft3 Doble llanta neumática b/madera,P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20627,CAP-50NB,"Carretilla 5.5 ft3 roja, neumática, bastidor tubular, PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20630,CAP-50FB,"Carretilla 5.5 ft3 roja,imponchable,bastidor tubular, PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
20646,CAP-5NB,"Carretilla 5.5 ft3, gris, neumática, bastidor tubular,PRETUL",P432,Carretillas nacionales y Latam,CARRETILLAS Y REFACCIONES
101119,CAU-25E,"Cautín 25 W profesional tipo lápiz para electrónica, TRUPER",P027,Cautines y accesorios,CAUTINES
101398,CAU-48ES,Cautín 48 W profesional para electrónica con estación,P027,Cautines y accesorios,CAUTINES
101591,CAU-40E,Cautín 40 W profesional tipo pistola para electrónica,P027,Cautines y accesorios,CAUTINES
102424,CAU-25ERK,"Kit soldadura electrónica con cautín de 25 W, temp regulable",P027,Cautines y accesorios,CAUTINES
102509,CAU-25ER,"Cautín profesional electrónica de 25W, temperatura regulable",P027,Cautines y accesorios,CAUTINES
103993,ESSU-4,"Estación de sujeción con lupa y luz LED, TRUPER",P027,Cautines y accesorios,CAUTINES
16791,CAU-150X,"Cautín 150 W tipo lápiz punta angulada para uso rudo, TRUPER",P027,Cautines y accesorios,CAUTINES
16792,CAU-300X,"Cautín 300 W tipo lápiz punta angulada para uso rudo, TRUPER",P027,Cautines y accesorios,CAUTINES
16795,CAU-100D,Cautín 100 W tipo lápiz con 2 temperaturas para uso rudo,P027,Cautines y accesorios,CAUTINES
16923,DESO-8,"Desoldador de succión, TRUPER",P027,Cautines y accesorios,CAUTINES
22805,CAU-30P,"Cautín 30 W tipo lápiz con accesorios trabajo ligero, PRETUL",P027,Cautines y accesorios,CAUTINES
22806,CAU-30P2,"Cautín 30 W tipo lápiz para trabajo ligero, PRETUL",P027,Cautines y accesorios,CAUTINES
22809,CAU-45P2,"Cautín 45 W tipo lápiz para trabajo medio, PRETUL",P027,Cautines y accesorios,CAUTINES
22810,CAU-60P2,"Cautín 60 W tipo lápiz para trabajo pesado, PRETUL",P027,Cautines y accesorios,CAUTINES
101590,R-CAU-25E,"Juego de 4 puntas para cautín CAU-25E, TRUPER",P027,Cautines y accesorios,CAUTINES
101815,R-CAU-48ES,"Juego de 4 puntas para cautín CAU-48ES, TRUPER",P027,Cautines y accesorios,CAUTINES
102142,CAU-50,"Cautín 50 W tipo pistola, TRUPER",P027,Cautines y accesorios,CAUTINES
102173,R-CAU-50,"Juego de 2 puntas para cautín tipo pistola CAU-50, TRUPER",P027,Cautines y accesorios,CAUTINES
102550,R-CAU-25ER,"Juego de 5 puntas para cautín CAU-25R, TRUPER",P027,Cautines y accesorios,CAUTINES
12723,R-CAU-80,Blíster con 3 puntas de repuesto p/cautín tipo lápiz CAU-80,P027,Cautines y accesorios,CAUTINES
12729,R-CAU-100,Blíster con 3 puntas de repuesto p/cautín tipo lápiz CAU-100,P027,Cautines y accesorios,CAUTINES
14622,CAU-80,"Cautín 80 W tipo lápiz para trabajo pesado, TRUPER",P027,Cautines y accesorios,CAUTINES
14623,CAU-100,"Cautín 100 W tipo lápiz para trabajo pesado, TRUPER",P027,Cautines y accesorios,CAUTINES
16793,REP-CAU-150X,"Punta de repuesto para cautín tipo lápiz CAU-150X, TRUPER",P027,Cautines y accesorios,CAUTINES
16794,REP-CAU-300X,"Punta de repuesto para cautín tipo lápiz CAU-300X, TRUPER",P027,Cautines y accesorios,CAUTINES
17545,CAU-30,"Cautín 30 W tipo lápiz para trabajo ligero, TRUPER",P027,Cautines y accesorios,CAUTINES
17546,CAU-45,"Cautín 45 W tipo lápiz para trabajo medio, TRUPER",P027,Cautines y accesorios,CAUTINES
17547,CAU-60,"Cautín 60 W tipo lápiz para trabajo pesado, TRUPER",P027,Cautines y accesorios,CAUTINES
17548,CAU-140,"Cautín 140 W tipo pistola con 2 temperaturas, TRUPER",P027,Cautines y accesorios,CAUTINES
17549,CAU-230,"Cautín 230 W tipo pistola con 2 temperaturas, TRUPER",P027,Cautines y accesorios,CAUTINES
17552,R-CAU-30,Blíster con 2 puntas de repuesto p/cautín tipo lápiz CAU-30,P027,Cautines y accesorios,CAUTINES
17553,R-CAU-45,Blíster con 3 puntas de repuesto p/cautín tipo lápiz CAU-45,P027,Cautines y accesorios,CAUTINES
17554,R-CAU-140,Blíster con 2 puntas para cautín tipo pistola CAU-140,P027,Cautines y accesorios,CAUTINES
17555,R-CAU-230,Blíster con 2 puntas para cautín tipo pistola CAU-230,P027,Cautines y accesorios,CAUTINES
17556,BASE-CAU,"Base para cautín tipo lápiz con limpiador de esponja, TRUPER",P027,Cautines y accesorios,CAUTINES
17557,R-CAU-60,Blíster con 3 puntas de repuesto p/cautín tipo lápiz CAU-60,P027,Cautines y accesorios,CAUTINES
100139,CA-40,"Cavador giratorio de acero, mango 'T' 30', TRUPER",P402,Cavadores nacionales y Latam,CAVADORES
11131,CA-36M,"Cavador mangos de acero 45', TRUPER",P402,Cavadores nacionales y Latam,CAVADORES
11973,CA-36,"Cavador mangos de madera 48', TRUPER",P402,Cavadores nacionales y Latam,CAVADORES
11979,CA-38,"Cavador mangos de madera 48', TRUPER EXPERT",P402,Cavadores nacionales y Latam,CAVADORES
11981,CA-38M,"Cavador mangos de acero 47', TRUPER EXPERT",P402,Cavadores nacionales y Latam,CAVADORES
22698,CA-34,"Cavador mangos de madera 48', PRETUL",P402,Cavadores nacionales y Latam,CAVADORES
100174,CA-36F,"Cavador mangos de fibra de vidrio 45', TRUPER",P402,Cavadores nacionales y Latam,CAVADORES
11982,CA-38F,"Cavador mangos de fibra de vidrio 48', TRUPER EXPERT",P402,Cavadores nacionales y Latam,CAVADORES
20643,CA-34F,"Cavador mangos de fibra de vidrio 44', PRETUL",P402,Cavadores nacionales y Latam,CAVADORES
12036,CU-C6,"Cuchilla para cepillo de carpintero # 6, TRUPER",P181,Cepillo (refacciones),CUCHILLAS PARA CEPILLOS Y ESCOCHEBRES
12045,CCU-C6,"Cuchilla y contra para cepillo de carpintero # 6, TRUPER",P181,Cepillo (refacciones),CUCHILLAS PARA CEPILLOS Y ESCOCHEBRES
12033,CU-C4/5,"Cuchilla para cepillo de carpintero # 4 y # 5, TRUPER",P181,Cepillo (refacciones),CUCHILLAS PARA CEPILLOS Y ESCOCHEBRES
12042,CCU-C4/5,Cuchilla y contra para cepillo de carpintero # 4 y # 5,P181,Cepillo (refacciones),CUCHILLAS PARA CEPILLOS Y ESCOCHEBRES
12047,MG-MACE,"Manija de repuesto para cepillos de carpintero, TRUPER",P181,Cepillo (refacciones),CUCHILLAS PARA CEPILLOS Y ESCOCHEBRES
12051,MGPE-CE,"Perilla de madera para cepillos de carpintero, TRUPER",P181,Cepillo (refacciones),CUCHILLAS PARA CEPILLOS Y ESCOCHEBRES
12006,4L,"Cepillo para carpintero #4 base lisa, TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12009,4C,"Cepillo para carpintero #4 base estriada, TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12012,5L,"Cepillo para carpintero #5 base lisa, TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12015,5C,"Cepillo para carpintero #5 base estriada, TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12018,6L,"Cepillo para carpintero #6 base lisa, TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12021,6C,"Cepillo para carpintero #6 base estriada, TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12022,CH-3,"Mini chancla para carpintero, TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12024,CH-7,"Cepillo tipo chancla para carpintero, TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12028,REP-CH7-2,"Repuesto de cuchilla para cepillo CH-7, TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12058,E-9R,"Escochebre recto 9', TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12059,E-9C,"Escochebre curvo 9', TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
12842,REP-E9,"Repuesto de cuchilla para escochebre E-9R, TRUPER",P029,Cepillos carpintero,CEPILLOS PARA CARPINTERO
11539,CEA-18E,Cepillo de alambre 51 pinceles acero al carbono con espátula,P179,Cepillos de alambre,CEPILLOS DE ALAMBRE
11540,CEA-10,"Cepillo de alambre curvo anti-chispa, acero latonado, TRUPER",P179,Cepillos de alambre,CEPILLOS DE ALAMBRE
11556,CEA-36,"Cepillo de alambre 114 pinceles,rectangular sin mango,TRUPER",P179,Cepillos de alambre,CEPILLOS DE ALAMBRE
11562,CEA-72,"Cepillo de alambre 180 pinceles,rectangular sin mango,TRUPER",P179,Cepillos de alambre,CEPILLOS DE ALAMBRE
12655,CEA-82,"Cepillo de alambre 172 pinceles,rectangular con mango,TRUPER",P179,Cepillos de alambre,CEPILLOS DE ALAMBRE
10652,JCEA-3,"Juego de 3 minicepillos de alambre 28 pinceles, TRUPER",P179,Cepillos de alambre,CEPILLOS DE ALAMBRE
10656,CEA-54I,"Cepillo de alambre 64 pinceles de acero inoxidable, TRUPER",P179,Cepillos de alambre,CEPILLOS DE ALAMBRE
11553,CEA-18,"Cepillo de alambre 51 pinceles de acero al carbono, TRUPER",P179,Cepillos de alambre,CEPILLOS DE ALAMBRE
11559,CEA-54,"Cepillo de alambre 64 pinceles de acero al carbono, TRUPER",P179,Cepillos de alambre,CEPILLOS DE ALAMBRE
20653,CEA-54P,"Cepillo de alambre 64 pinceles de acero al carbono, PRETUL",P179,Cepillos de alambre,CEPILLOS DE ALAMBRE
43499,CB-30,"Cerradura de barra fija, cilindro exterior, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43500,CB-35,"Cerradura de barra libre con 2 llaves estándar, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43505,CB-40D,"Cerradura de barra fija, derecha, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43506,CB-40DB,"Cerradura de barra fija, derecha, blíster, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43507,CB-40I,"Cerradura de barra fija, izquierda, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43508,CB-40IB,"Cerradura de barra fija, izquierda, blíster, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43509,CB-50D,"Cerradura de barra fija, llave tetra, derecha, HERMEX",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43510,CB-50DB,"Cerradura de barra fija, llave tetra, derecha, blíster",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
43511,CB-50IB,"Cerradura de barra fija, llave tetra, izquierda, blíster",P167,Cerraduras de barra,CERRADURAS Y CERROJOS
