código,clave,descripción,margen de mercado,caja,master,precio,unidad,ean,precio mínimo de venta 2025,precio mínimo de venta 2026,alta rotación,precio mayoreo con IVA,precio distribuidor con IVA,precio público con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio público sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripción Familia,Peso[Kg],Volumen[cm3],HD
14848,EMP-GAT-32,"Empaques para gato hidráulico de botella de 32 Ton, TRUPER",MM00,12,120,110,Set,7.50E+12,65,65,0,90,65,110,77.59,56.03,94.83,Truper,86.21,100,25174810,Gato de vehículo,P217,Gatos hidráulicos y mecánicos,0.05,359.964,
14850,EMP-GAT-50,"Empaques para gato hidráulico de botella de 50 Ton, TRUPER",MM00,12,120,117,Set,7.50E+12,69,69,0,97,69,117,83.62,59.48,100.86,Truper,92.24,107,25174810,Gato de vehículo,P217,Gatos hidráulicos y mecánicos,0.045,357.968,
14870,ACEF-180,"Aceitera de 180 ml (6 oz) con aplicador flexible, TRUPER",MM00,6,36,105,Pieza,7.50E+12,65,65,0,85,65,105,73.28,56.03,90.52,Truper,81.9,95,40141736,Graseras (de lubricación),P069,Graseras y aceiteras,0.215,976.5,
14872,ACEF-300,"Aceitera de 300 ml (10 oz) con aplicador flexible, TRUPER",MM00,6,36,118,Pieza,7.50E+12,75,75,0,98,75,118,84.48,64.66,101.72,Truper,93.1,108,40141736,Graseras (de lubricación),P069,Graseras y aceiteras,0.233,1225.728,
14874,ACEF-500,"Aceitera de 500 ml (17 oz) con aplicador flexible, TRUPER",MM00,6,36,130,Pieza,7.50E+12,85,85,0,110,85,130,94.83,73.28,112.07,Truper,103.45,120,40141736,Graseras (de lubricación),P069,Graseras y aceiteras,0.26,1592.954,
14911,GRAS-3,"Mini inyector de grasa 3 oz, 3000 PSI, TRUPER",MM00,4,16,330,Pieza,7.50E+12,225,225,0,275,225,330,237.07,193.97,284.48,Truper,258.62,300,40141736,Graseras (de lubricación),P069,Graseras y aceiteras,0.683,2034.56,
14961,PORPO-20,"Porto power hidráulico de 20 ton, TRUPER",MM00,1,0,17000,Pieza,7.50E+12,11650,11650,0,13950,11650,17000,12025.86,10043.1,14655.17,Truper,13362.07,15500,25191700,Equipo para el mantenimiento de vehículo,P494,Equipo de taller automotriz,61.68,80309.425,
14963,PORPO-4,"Porto power hidráulico de 4 ton, TRUPER",MM00,1,0,5150,Juego,7.51E+12,3550,3550,0,4250,3550,5150,3663.79,3060.34,4439.66,Truper,4051.72,4700,25191700,Equipo para el mantenimiento de vehículo,P494,Equipo de taller automotriz,18.42,36750,
14964,DHM-3-1/2M,"Hacha doble Michigan 3-1/2 lbs, mango de hickory 35', TRUPER",MM00,2,8,499,Pieza,7.50E+12,345,345,0,415,345,499,357.76,297.41,430.17,Truper,392.24,455,27112005,Hachas,P404,Hachas nacionales,2.275,4641,
14991,ACES-2,"Aceite sintético para motor de 2 tiempos, 60 ml",MM00,10,80,35,Pieza,7.51E+12,22,22,0,29,22,35,25,18.97,30.17,Expert,27.59,32,15121501,Aceite motor,P482,"Lubricantes, aceites y grasas",0.08,206.618,
14999,GU-743,"Guantes de piel de cerdo, tipo operador, TRUPER",MM00,6,48,200,Par,7.51E+12,125,125,0,165,125,200,142.24,107.76,172.41,Truper,155.17,180,46181500,Ropa de seguridad,P071,Guantes,0.141,677.588,
15023,KIT-ROPI-420N,"Kit de rodillo para pintar, 4' (maneral, charola y 5 felpas)",MM00,4,0,105,Set,7.51E+12,65,65,0,85,65,105,73.28,56.03,90.52,Truper,81.9,95,27113200,Juegos de herramientas,P880,Accesorios para pintar,0.235,3831.8,
15027,RE-PIPI-200,"Repuestos de pistolas para pintar, PIPI-200, TRUPER",MM00,1,30,175,Set,7.51E+12,105,105,0,145,105,175,125,90.52,150.86,Truper,137.93,160,31162800,Ferretería en general,P184,Pistolas para pintar (refacciones y accesorios),0.104,679.518,
15029,CB-SC-7-1/4A3,"Bolsa con 2 carbones de repuesto para SICI-7-1/4A3, TRUPER",MM00,1,96,95,Par,7.51E+12,55,55,0,77,55,95,66.38,47.41,81.9,Truper,73.28,85,31162800,Ferretería en general,P240,Carbones para máquinas,0.014,114.378,
15082,PAT-2.5PU,"Patín traspaleta 2.5 ton con ruedas de poliuretano, TRUPER",MM00,1,6,12500,Pieza,7.50E+12,8550,8550,0,10250,8550,12500,8836.21,7370.69,10775.86,Truper,9698.28,11250,22101529,Cargadores sobre patines con dirección,P217,Gatos hidráulicos y mecánicos,70,120531.292,
15100,CO-15,"Concha metálica para carretillas CAT-15FF y CAT-15ND, TRUPER",MM00,1,0,635,Pieza,7.50E+12,435,435,0,525,435,635,452.59,375,547.41,Truper,495.69,575,24101507,Carretillas,P433,Refacciones de carretillas,5.94,14690.563,
15101,DT-10,"Desarmador punta Torx T 10 mango de acetato, TRUPER",MM00,6,72,77,Pieza,7.50E+12,49,49,0,64,49,77,55.17,42.24,66.38,Truper,60.34,70,27111701,Destornilladores,P253,Desarmadores,0.099,456,
15102,DT-15,"Desarmador punta Torx T 15 mango de acetato, TRUPER",MM00,6,72,77,Pieza,7.50E+12,49,49,0,64,49,77,55.17,42.24,66.38,Truper,60.34,70,27111701,Destornilladores,P253,Desarmadores,0.095,476.655,
15103,DT-20,"Desarmador punta Torx T 20 mango de acetato, TRUPER",MM00,6,72,77,Pieza,7.50E+12,49,49,0,64,49,77,55.17,42.24,66.38,Truper,60.34,70,27111701,Destornilladores,P253,Desarmadores,0.095,475.182,
15104,DT-25,"Desarmador punta Torx T 25 mango de acetato, TRUPER",MM00,6,72,77,Pieza,7.50E+12,49,49,0,64,49,77,55.17,42.24,66.38,Truper,60.34,70,27111701,Destornilladores,P253,Desarmadores,0.095,457.6,
15105,DT-27,"Desarmador punta Torx T 27 mango de acetato, TRUPER",MM00,6,72,77,Pieza,7.50E+12,49,49,0,64,49,77,55.17,42.24,66.38,Truper,60.34,70,27111701,Destornilladores,P253,Desarmadores,0.095,467.394,
15106,DT-30,"Desarmador punta Torx T 30 mango de acetato, TRUPER",MM00,6,72,77,Pieza,7.50E+12,49,49,0,64,49,77,55.17,42.24,66.38,Truper,60.34,70,27111701,Destornilladores,P253,Desarmadores,0.095,492.872,
15134,LTD-7,"Lima triángulo doble 7', TRUPER",MM00,6,60,35,Pieza,7.50E+12,22,22,0,29,22,35,25,18.97,30.17,Truper,27.59,32,27111900,Herramientas gruesas y de acabado,P080,Limas,0.041,110.667,
15138,LPB-4,"Lima plana bastarda 4', TRUPER",MM00,6,120,35,Pieza,7.50E+12,22,22,0,29,22,35,25,18.97,30.17,Truper,27.59,32,27111919,Lima bastarda,P080,Limas,0.026,14.985,
15142,LPB-8,"Lima plana bastarda 8', TRUPER",MM00,6,120,62,Pieza,7.50E+12,40,40,0,52,40,62,44.83,34.48,53.45,Truper,49.14,57,27111919,Lima bastarda,P080,Limas,0.145,40.737,
15144,LPB-10,"Lima plana bastarda 10', TRUPER",MM00,6,60,105,Pieza,7.50E+12,65,65,0,85,65,105,73.28,56.03,90.52,Truper,81.9,95,27111919,Lima bastarda,P080,Limas,0.259,67.681,
15155,LPM-8,"Lima plana muza 8', TRUPER",MM00,6,60,66,Pieza,7.50E+12,42,42,0,55,42,66,47.41,36.21,56.9,Truper,51.72,60,27111929,Lima de mano plana,P080,Limas,0.154,37.606,
15157,LPM-10,"Lima plana muza 10', TRUPER",MM00,6,60,108,Pieza,7.50E+12,68,68,0,88,68,108,75.86,58.62,93.1,Truper,84.48,98,27111929,Lima de mano plana,P080,Limas,0.265,67.346,
15159,LPM-12,"Lima plana muza 12', TRUPER",MM00,6,60,152,Pieza,7.50E+12,95,95,0,125,95,152,107.76,81.9,131.03,Truper,118.1,137,27111929,Lima de mano plana,P080,Limas,0.388,116.505,
15164,LMO-5/32X,"Lima profesional para motosierra, 5/32', TRUPER EXPERT",MM00,12,300,51,Pieza,7.51E+12,32,32,0,42,32,51,36.21,27.59,43.97,Expert,39.66,46,27111900,Herramientas gruesas y de acabado,P080,Limas,0.02,15.749,
15166,LMO-3/16X,"Lima profesional para motosierra, 3/16', TRUPER EXPERT",MM00,12,300,51,Pieza,7.51E+12,32,32,0,42,32,51,36.21,27.59,43.97,Expert,39.66,46,27111900,Herramientas gruesas y de acabado,P080,Limas,0.03,16.379,
15168,LMO-7/32X,"Lima profesional para motosierra, 7/32', TRUPER EXPERT",MM00,12,300,51,Pieza,7.51E+12,32,32,0,42,32,51,36.21,27.59,43.97,Expert,39.66,46,27111900,Herramientas gruesas y de acabado,P080,Limas,0.038,15.619,
15169,LMCB-6,"Lima media caña bastarda 6', TRUPER",MM00,6,60,58,Pieza,7.50E+12,37,37,0,48,37,58,41.38,31.9,50,Truper,45.69,53,27111919,Lima bastarda,P080,Limas,0.065,28.966,
15171,LMCB-8,"Lima media caña bastarda 8', TRUPER",MM00,6,60,77,Pieza,7.50E+12,49,49,0,64,49,77,55.17,42.24,66.38,Truper,60.34,70,27111919,Lima bastarda,P080,Limas,0.14,50.652,
15173,LMCB-10,"Lima media caña bastarda 10', TRUPER",MM00,6,60,123,Pieza,7.50E+12,79,79,0,103,79,123,88.79,68.1,106.03,Truper,97.41,113,27111919,Lima bastarda,P080,Limas,0.256,90.128,
15175,LMCB-12,"Lima media caña bastarda 12', TRUPER",MM00,6,60,165,Pieza,7.50E+12,105,105,0,135,105,165,116.38,90.52,142.24,Truper,129.31,150,27111919,Lima bastarda,P080,Limas,0.418,117.425,
15177,LMCM-6,"Lima media caña muzas 6', TRUPER",MM00,6,60,66,Pieza,7.50E+12,42,42,0,55,42,66,47.41,36.21,56.9,Truper,51.72,60,27111900,Herramientas gruesas y de acabado,P080,Limas,0.065,33.597,
15179,LMCM-8,"Lima media caña muzas 8', TRUPER",MM00,6,60,87,Pieza,7.50E+12,55,55,0,72,55,87,62.07,47.41,75,Truper,68.1,79,27111900,Herramientas gruesas y de acabado,P080,Limas,0.135,46.109,
15181,LMCM-10,"Lima media caña muzas 10', TRUPER",MM00,6,60,158,Pieza,7.50E+12,99,99,0,129,99,158,111.21,85.34,136.21,Truper,123.28,143,27111900,Herramientas gruesas y de acabado,P080,Limas,0.242,83.52,
15183,LMCM-12,"Lima media caña muzas 12', TRUPER",MM00,6,60,200,Pieza,7.50E+12,125,125,0,165,125,200,142.24,107.76,172.41,Truper,155.17,180,27111900,Herramientas gruesas y de acabado,P080,Limas,0.437,123.69,
15185,LRB-4,"Lima redonda bastarda 4', TRUPER",MM00,6,60,32,Pieza,7.50E+12,20,20,0,26,20,32,22.41,17.24,27.59,Truper,25,29,27111919,Lima bastarda,P080,Limas,0.015,12.835,
15187,LRB-6,"Lima redonda bastarda 6', TRUPER",MM00,6,60,35,Pieza,7.50E+12,22,22,0,29,22,35,25,18.97,30.17,Truper,27.59,32,27111919,Lima bastarda,P080,Limas,0.034,22.677,
15191,LRB-10,"Lima redonda bastarda 10', TRUPER",MM00,6,60,66,Pieza,7.50E+12,42,42,0,55,42,66,47.41,36.21,56.9,Truper,51.72,60,27111919,Lima bastarda,P080,Limas,0.131,50.544,
15195,LRM-6,"Lima redonda muza 6', TRUPER",MM00,6,60,40,Pieza,7.50E+12,26,26,0,34,26,40,29.31,22.41,34.48,Truper,31.9,37,27111900,Herramientas gruesas y de acabado,P080,Limas,0.036,21.384,
15197,LRM-8,"Lima redonda muza 8', TRUPER",MM00,6,60,55,Pieza,7.50E+12,35,35,0,45,35,55,38.79,30.17,47.41,Truper,43.1,50,27111900,Herramientas gruesas y de acabado,P080,Limas,0.063,42.56,
15199,LRM-10,"Lima redonda muza 10', TRUPER",MM00,6,60,76,Pieza,7.50E+12,48,48,0,63,48,76,54.31,41.38,65.52,Truper,59.48,69,27111900,Herramientas gruesas y de acabado,P080,Limas,0.126,55.351,
15201,LRM-12,"Lima redonda muza 12', TRUPER",MM00,6,60,118,Pieza,7.50E+12,75,75,0,98,75,118,84.48,64.66,101.72,Truper,93.1,108,27111900,Herramientas gruesas y de acabado,P080,Limas,0.241,76.727,
15203,LES-6,"Lima escofina 6', TRUPER",MM00,6,60,83,Pieza,7.50E+12,52,52,0,68,52,83,58.62,44.83,71.55,Truper,64.66,75,27111900,Herramientas gruesas y de acabado,P080,Limas,0.066,34.965,
15204,LEH-12,"Lima escofina para herrar 12', TRUPER",MM00,6,60,515,Pieza,7.51E+12,325,325,0,425,325,515,366.38,280.17,443.97,Truper,400.86,465,27111900,Herramientas gruesas y de acabado,P080,Limas,0.541,154.56,
15206,LEH-14,"Lima escofina para herrar 14', TRUPER",MM00,6,48,535,Pieza,7.51E+12,345,345,0,445,345,535,383.62,297.41,461.21,Truper,418.1,485,27111900,Herramientas gruesas y de acabado,P080,Limas,0.872,177.144,
15208,LEHE-14,"Lima escofina para herrar con zanco 14', TRUPER",MM00,6,48,535,Pieza,7.51E+12,345,345,0,445,345,535,383.62,297.41,461.21,Truper,418.1,485,27111900,Herramientas gruesas y de acabado,P080,Limas,0.672,183.116,
15209,LES-12,"Lima escofina 12', TRUPER",MM00,6,60,180,Pieza,7.50E+12,115,115,0,150,115,180,129.31,99.14,155.17,Truper,142.24,165,27111900,Herramientas gruesas y de acabado,P080,Limas,0.437,174.874,
15210,LHO-14,"Lima para hojalatero 14', TRUPER",MM00,6,60,270,Pieza,7.50E+12,175,175,0,225,175,270,193.97,150.86,232.76,Truper,211.21,245,27111900,Herramientas gruesas y de acabado,P080,Limas,0.313,92.402,
15241,BASE-40,"Báscula electrónica multifunciones 40 kg, TRUPER",MM00,1,4,1515,Pieza,7.51E+12,1050,1050,0,1250,1050,1515,1077.59,905.17,1306.03,Truper,1185.34,1375,41111500,Instrumentos de medición del peso,P666,Básculas,3.33,23797.813,
15244,GU-835,"Guantes de algodón recubiertos de nitrilo puño tejido,TRUPER",MM00,6,48,140,Par,7.51E+12,90,90,0,117,90,140,100.86,77.59,120.69,Truper,109.48,127,46181500,Ropa de seguridad,P071,Guantes,0.149,887.216,
15265,GU-411,"Guantes de poliéster recubiertos de látex, CH, TRUPER",MM00,6,48,72,Par,7.50E+12,45,45,0,59,45,72,50.86,38.79,62.07,Truper,56.03,65,46181500,Ropa de seguridad,P071,Guantes,0.085,570.756,
15266,GU-412,"Guantes de poliéster recubiertos de látex, M, TRUPER",MM00,6,48,72,Par,7.50E+12,45,45,0,59,45,72,50.86,38.79,62.07,Truper,56.03,65,46181500,Ropa de seguridad,P071,Guantes,0.094,579.474,
15267,GU-413,"Guantes de poliéster recubiertos de látex, G, TRUPER",MM00,6,48,72,Par,7.50E+12,45,45,0,59,45,72,50.86,38.79,62.07,Truper,56.03,65,46181500,Ropa de seguridad,P071,Guantes,0.09,602.762,
15305,ESEX-750,"Espuma expansiva de poliuretano, 750 ml, TRUPER",MM00,6,12,270,Pieza,7.51E+12,175,175,0,225,175,270,193.97,150.86,232.76,Truper,211.21,245,13111300,Espumas,P443,Espumas expansivas,0.855,1796.487,
15344,GEN-55X,"Generador portátil 5.5 kW motor a gasolina, TRUPER",MM0,1,0,19250,Pieza,7.51E+12,15750,15750,0,17350,15750,19250,14956.9,13577.59,16594.83,Truper,15732.76,18250,26111600,Generadores de potencia,P286,Generadores,85,247130.4,
15348,CALA-NX6,"Sierra caladora de velocidad variable de 750 W, INDUSTRIAL",MM0,1,5,2900,Pieza,7.51E+12,2350,2350,0,2600,2350,2900,2241.38,2025.86,2500,Truper,2370.69,2750,27112826,Caladora,P097,Máquinas portátiles con cable,3.5,10142.669,
15362,LT-33,"Lona de polietileno reforzada 3 x 3 m, gris, 180g/m2, TRUPER",MM0,3,12,250,Pieza,7.50E+12,175,175,1,210,175,250,181.03,150.86,215.52,Truper,198.28,230,31261601,Envoltorios o recubrimientos de plástico,P082,Lonas,1.857,4177.648,
15370,LT-33Z,"Lona de polietileno reforzada 3 x 3 m, azul, 180g/m2, TRUPER",MM0,3,12,250,Pieza,7.50E+12,175,175,1,210,175,250,181.03,150.86,215.52,Truper,198.28,230,31261601,Envoltorios o recubrimientos de plástico,P082,Lonas,1.878,3851.52,
15407,ESM-4,"Escuadra magnética para soldar de 4', carga 22 kg, TRUPER",MM00,4,32,118,Pieza,7.51E+12,75,75,0,98,75,118,84.48,64.66,101.72,Truper,93.1,108,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil",P737,Escuadras magnéticas,0.634,849.338,
15408,ESM-5,"Escuadra magnética para soldar de 5', carga 34 kg, TRUPER",MM00,4,16,215,Pieza,7.51E+12,135,135,0,175,135,215,150.86,116.38,185.34,Truper,168.1,195,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil",P737,Escuadras magnéticas,1.103,1196,
15414,CB-ERGO-4580,"Bolsa con 2 carbones de repuesto para ERGO-4580, TRUPER",MM00,1,96,73,Par,7.51E+12,43,43,0,60,43,73,51.72,37.07,62.93,Truper,56.9,66,31162800,Ferretería en general,P240,Carbones para máquinas,0.005,63.207,
15419,CB-ROTO-1/2N8,"Bolsa con 2 carbones de repuesto para ROTO-1/2N8, TRUPER",MM00,1,96,84,Par,7.51E+12,49,49,0,69,49,84,59.48,42.24,72.41,Truper,65.52,76,31162800,Ferretería en general,P240,Carbones para máquinas,0.005,72.293,
15457,ANZU-10,"Blíster con 100 anzuelos para pesca # 10, TRUPER",MM00,10,140,123,Juego,7.51E+12,79,79,0,103,79,123,88.79,68.1,106.03,Truper,97.41,113,21111501,Anzuelos para pesca comercial,P667,Anzuelos para pescar,0.07,228.707,
15458,ANZU-11,"Blíster con 100 anzuelos para pesca # 11, TRUPER",MM00,10,140,109,Juego,7.51E+12,69,69,0,89,69,109,76.72,59.48,93.97,Truper,85.34,99,21111501,Anzuelos para pesca comercial,P667,Anzuelos para pescar,0.055,228.707,
15459,ANZU-12,"Blíster con 100 anzuelos para pesca # 12, TRUPER",MM00,10,280,95,Juego,7.51E+12,59,59,0,77,59,95,66.38,50.86,81.9,Truper,73.28,85,21111501,Anzuelos para pesca comercial,P667,Anzuelos para pescar,0.04,116.132,
15461,E6011-5,"Bolsa con 1 kg de electrodos 6011 de 5/32', TRUPER",MM00,5,20,110,kg,7.50E+12,75,75,0,90,75,110,77.59,64.66,94.83,Truper,86.21,100,23271812,Barra de soldadura,P056,Electrodos,1,378.56,
15462,ANZU-13,"Blíster con 100 anzuelos para pesca # 13, TRUPER",MM00,10,280,87,Juego,7.51E+12,55,55,0,72,55,87,62.07,47.41,75,Truper,68.1,79,21111501,Anzuelos para pesca comercial,P667,Anzuelos para pescar,0.031,116.132,
15463,ANZU-14,"Blíster con 100 anzuelos para pesca # 14, TRUPER",MM00,10,280,83,Juego,7.51E+12,52,52,0,68,52,83,58.62,44.83,71.55,Truper,64.66,75,21111501,Anzuelos para pesca comercial,P667,Anzuelos para pescar,0.025,116.132,
15465,ANZU-15,"Blíster con 100 anzuelos para pesca # 15, TRUPER",MM00,10,420,79,Juego,7.51E+12,50,50,0,65,50,79,56.03,43.1,68.1,Truper,62.07,72,21111501,Anzuelos para pesca comercial,P667,Anzuelos para pescar,0.02,75.24,
15466,ANZU-16,"Blíster con 100 anzuelos para pesca # 16, TRUPER",MM00,10,420,77,Juego,7.51E+12,49,49,0,64,49,77,55.17,42.24,66.38,Truper,60.34,70,21111501,Anzuelos para pesca comercial,P667,Anzuelos para pescar,0.019,75.24,
15467,ANZU-18,"Blíster con 100 anzuelos para pesca # 18, TRUPER",MM00,10,420,75,Juego,7.51E+12,47,47,0,62,47,75,53.45,40.52,64.66,Truper,58.62,68,21111501,Anzuelos para pesca comercial,P667,Anzuelos para pescar,0.014,75.24,
15468,ANZU-20,"Blíster con 100 anzuelos para pesca # 20, TRUPER",MM00,10,420,72,Juego,7.51E+12,45,45,0,59,45,72,50.86,38.79,62.07,Truper,56.03,65,21111501,Anzuelos para pesca comercial,P667,Anzuelos para pescar,0.01,75.24,
15481,LLCR-20,"Llave de cruz 20' pulida y cromada, TRUPER",MM00,3,12,310,Pieza,7.50E+12,215,215,1,255,215,310,219.83,185.34,267.24,Truper,241.38,280,25191719,Llave para tuercas de llantas,P087,Llaves de cruz y de artillería,1.593,3166.02,
15485,LLAR-7,"Llave de artillería 1-1/8 x 7/8' boca hexagonal, TRUPER",MM00,1,6,605,Pieza,7.50E+12,415,415,0,495,415,605,426.72,357.76,521.55,Truper,469.83,545,25191719,Llave para tuercas de llantas,P087,Llaves de cruz y de artillería,3.14,1723.8,
15497,PET-4,"Llave ajustable (perico) 4' profesional pavonada, EXPERT",MM00,6,36,158,Pieza,7.50E+12,99,99,0,129,99,158,111.21,85.34,136.21,Expert,123.28,143,27111707,Llaves ajustables,P085,Llaves ajustables,0.061,185.088,
15498,PET-18,"Llave ajustable (perico) 18' profesional pavonada, EXPERT",MM00,1,4,1250,Pieza,7.50E+12,795,795,0,1035,795,1250,892.24,685.34,1077.59,Expert,978.45,1135,27111707,Llaves ajustables,P085,Llaves ajustables,2.129,2184,
15499,PET-24,"Llave ajustable (perico) 24' profesional pavonada, EXPERT",MM00,1,4,1865,Pieza,7.50E+12,1190,1190,0,1540,1190,1865,1327.59,1025.86,1607.76,Expert,1456.9,1690,27111700,Llaves inglesas y guías,P085,Llaves ajustables,3.18,3522.452,
15500,PET-6,"Llave ajustable (perico) 6' profesional pavonada, EXPERT",MM00,6,36,165,Pieza,7.50E+12,105,105,0,135,105,165,116.38,90.52,142.24,Expert,129.31,150,27111707,Llaves ajustables,P085,Llaves ajustables,0.159,210,
15501,PET-8,"Llave ajustable (perico) 8' profesional pavonada, EXPERT",MM00,6,36,230,Pieza,7.50E+12,149,149,0,190,149,230,163.79,128.45,198.28,Expert,181.03,210,27111707,Llaves ajustables,P085,Llaves ajustables,0.299,449.257,
15502,PET-10,"Llave ajustable (perico) 10' profesional pavonada, EXPERT",MM00,3,36,314,Pieza,7.50E+12,199,199,0,259,199,314,223.28,171.55,270.69,Expert,244.83,284,27111700,Llaves inglesas y guías,P085,Llaves ajustables,0.454,578.208,
15503,PET-12,"Llave ajustable (perico) 12' profesional pavonada, EXPERT",MM00,3,36,450,Pieza,7.50E+12,285,285,0,375,285,450,323.28,245.69,387.93,Expert,353.45,410,27111707,Llaves ajustables,P085,Llaves ajustables,0.703,665,
15504,PET-15,"Llave ajustable (perico) 15' profesional pavonada, EXPERT",MM00,2,12,830,Pieza,7.50E+12,525,525,0,685,525,830,590.52,452.59,715.52,Expert,650.86,755,27111707,Llaves ajustables,P085,Llaves ajustables,1.353,1393.56,
15548,ALLX-7M,"Juego de 7 llaves hexagonales mm largas, punta de bola",MM00,6,36,152,Set,7.50E+12,95,95,0,125,95,152,107.76,81.9,131.03,Truper,118.1,137,27111702,Llaves para tuercas,P086,Llaves hexagonales y torx,0.352,687.5,
15551,ALLX-7P,"Juego de 7 llaves hexagonales std largas, punta de bola",MM00,6,36,152,Set,7.50E+12,95,95,0,125,95,152,107.76,81.9,131.03,Truper,118.1,137,27111700,Llaves inglesas y guías,P086,Llaves hexagonales y torx,0.359,714,
15552,TORX-7C,"Juego de 7 llaves torx con organizador abatible, TRUPER",MM00,6,36,95,Set,7.50E+12,59,59,0,77,59,95,66.38,50.86,81.9,Truper,73.28,85,27111700,Llaves inglesas y guías,P086,Llaves hexagonales y torx,0.135,258.688,
15553,TORX-7L,Juego de 7 llaves torx largas con organizador abatible,MM00,6,36,105,Set,7.50E+12,65,65,0,85,65,105,73.28,56.03,90.52,Truper,81.9,95,27111700,Llaves inglesas y guías,P086,Llaves hexagonales y torx,0.17,375.61,
15554,TORX-9,"Juego de 9 llaves torx con organizador abatible, TRUPER",MM00,6,60,137,Set,7.50E+12,89,89,0,115,89,137,99.14,76.72,118.1,Truper,107.76,125,27111700,Llaves inglesas y guías,P086,Llaves hexagonales y torx,0.283,393.12,
15562,ALL-30,"Juego de 30 llaves hexagonales mixtas, largas, punta de bola",MM00,3,12,575,Set,7.50E+12,365,365,0,475,365,575,409.48,314.66,495.69,Truper,452.59,525,27111700,Llaves inglesas y guías,P086,Llaves hexagonales y torx,1.191,1102.049,
15569,TORX-8,"Juego de 8 llaves torx tipo navaja, cuerpo de lámina, TRUPER",MM00,6,72,118,Set,7.50E+12,75,75,0,98,75,118,84.48,64.66,101.72,Truper,93.1,108,27111700,Llaves inglesas y guías,P086,Llaves hexagonales y torx,0.215,409.5,
15603,LL-2034,"Llave combinada extralarga 1-1/16' x 385 mm de largo, EXPERT",MM00,1,18,365,Pieza,7.50E+12,235,235,0,305,235,365,262.93,202.59,314.66,Expert,288.79,335,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.563,428.04,
15604,LL-2036,"Llave combinada extralarga 1-1/8' x 401 mm de largo, EXPERT",MM00,1,18,400,Pieza,7.50E+12,255,255,0,335,255,400,288.79,219.83,344.83,Expert,314.66,365,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.725,521.3,
15605,LL-2040,"Llave combinada extralarga 1-1/4' x 428 mm de largo, EXPERT",MM00,1,18,505,Pieza,7.50E+12,315,315,0,415,315,505,357.76,271.55,435.34,Expert,392.24,455,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.833,755.04,
15609,LL-2048,"Llave combinada extralarga 1-1/2' x 467 mm de largo, EXPERT",MM00,1,12,700,Pieza,7.50E+12,445,445,0,575,445,700,495.69,383.62,603.45,Expert,547.41,635,27111700,Llaves inglesas y guías,P091,Llaves y juegos,1.109,899.138,
15610,LL-2006M,"Llave combinada extralarga 6 mm x 125 mm de largo, EXPERT",MM00,6,72,72,Pieza,7.50E+12,45,45,0,59,45,72,50.86,38.79,62.07,Expert,56.03,65,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.034,82.5,
15611,LL-2007M,"Llave combinada extralarga 7 mm x 135 mm de largo, EXPERT",MM00,6,72,72,Pieza,7.50E+12,45,45,0,59,45,72,50.86,38.79,62.07,Expert,56.03,65,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.035,82.5,
15612,LL-2008M,"Llave combinada extralarga 8 mm x 145 mm de largo, EXPERT",MM00,6,72,72,Pieza,7.50E+12,45,45,0,59,45,72,50.86,38.79,62.07,Expert,56.03,65,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.042,86.772,
15613,LL-2009M,"Llave combinada extralarga 9 mm x 157 mm de largo, EXPERT",MM00,6,72,75,Pieza,7.50E+12,47,47,0,62,47,75,53.45,40.52,64.66,Expert,58.62,68,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.055,96.585,
15614,LL-2010M,"Llave combinada extralarga 10 mm x 164 mm de largo, EXPERT",MM00,6,72,77,Pieza,7.50E+12,49,49,0,64,49,77,55.17,42.24,66.38,Expert,60.34,70,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.063,97.861,
15615,LL-2011M,"Llave combinada extralarga 11 mm x 183 mm de largo, EXPERT",MM00,6,72,87,Pieza,7.50E+12,55,55,0,72,55,87,62.07,47.41,75,Expert,68.1,79,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.076,113.529,
15616,LL-2012M,"Llave combinada extralarga 12 mm x 193 mm de largo, EXPERT",MM00,6,72,95,Pieza,7.50E+12,59,59,0,77,59,95,66.38,50.86,81.9,Expert,73.28,85,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.101,119.311,
15617,LL-2013M,"Llave combinada extralarga 13 mm x 202 mm de largo, EXPERT",MM00,6,72,105,Pieza,7.50E+12,65,65,0,85,65,105,73.28,56.03,90.52,Expert,81.9,95,27111700,Llaves inglesas y guías,P091,Llaves y juegos,0.109,119.311,
